,facility_name,total_providers,avg_years_experience,total_service_charge,total_insurance_paid
3353,Pediatric Care Center,,,,
3354,Northside Urgent Care,,,,
3355,Oncology Treatment Center,,,,
3356,Oncology Treatment Center,,,,
3357,Emergency Medical Center,,,,
3358,Primary Care Clinic,,,,
3359,Regional Medical Center,,,,
3360,Community Health Clinic,,,,
3361,Community Health Clinic,,,,
3362,City General Hospital,,,,
3363,City General Hospital,,,,
3364,Pediatric Care Center,,,,
3365,Pediatric Care Center,,,,
3366,Pediatric Care Center,,,,
3367,Regional Medical Center,,,,
3368,Primary Care Clinic,,,,
3369,Pediatric Care Center,,,,
3370,Surgical Specialty Center,,,,
3371,Cardiology Specialty Center,,,,
3372,Surgical Specialty Center,,,,
3373,Regional Medical Center,,,,
3374,Surgical Specialty Center,,,,
3375,City General Hospital,,,,
3376,Cardiology Specialty Center,,,,
3377,Oncology Treatment Center,,,,
3378,Emergency Medical Center,,,,
3379,Pediatric Care Center,,,,
3380,Pediatric Care Center,,,,
3381,Emergency Medical Center,,,,
3382,Regional Medical Center,,,,
3383,Community Health Clinic,,,,
3384,Primary Care Clinic,,,,
3385,Emergency Medical Center,,,,
3386,Surgical Specialty Center,,,,
3387,Primary Care Clinic,,,,
3388,Pediatric Care Center,,,,
3389,Cardiology Specialty Center,,,,
3390,Surgical Specialty Center,,,,
3391,City General Hospital,,,,
3392,Northside Urgent Care,,,,
3393,City General Hospital,,,,
3394,Emergency Medical Center,,,,
3395,Oncology Treatment Center,,,,
3396,Primary Care Clinic,,,,
3397,City General Hospital,,,,
3398,Surgical Specialty Center,,,,
3399,City General Hospital,,,,
3400,Surgical Specialty Center,,,,
3401,Community Health Clinic,,,,
3402,Emergency Medical Center,,,,
3403,City General Hospital,,,,
3404,City General Hospital,,,,
3405,Northside Urgent Care,,,,
3406,Oncology Treatment Center,,,,
3407,City General Hospital,,,,
3408,Pediatric Care Center,,,,
3409,Surgical Specialty Center,,,,
3410,Emergency Medical Center,,,,
3411,Community Health Clinic,,,,
3412,Northside Urgent Care,,,,
3413,Oncology Treatment Center,,,,
3414,Cardiology Specialty Center,,,,
3415,Northside Urgent Care,,,,
3416,Oncology Treatment Center,,,,
3417,Regional Medical Center,,,,
3418,Regional Medical Center,,,,
3419,Community Health Clinic,,,,
3420,Community Health Clinic,,,,
3421,Primary Care Clinic,,,,
3422,Primary Care Clinic,,,,
3423,Emergency Medical Center,,,,
3424,Pediatric Care Center,,,,
3425,Surgical Specialty Center,,,,
3426,Oncology Treatment Center,,,,
3427,Surgical Specialty Center,,,,
3428,Emergency Medical Center,,,,
3429,Northside Urgent Care,,,,
3430,Primary Care Clinic,,,,
3431,Oncology Treatment Center,,,,
3432,Primary Care Clinic,,,,
3433,Surgical Specialty Center,,,,
3434,Pediatric Care Center,,,,
3435,City General Hospital,,,,
3436,Regional Medical Center,,,,
3437,Emergency Medical Center,,,,
3438,Community Health Clinic,,,,
3439,Cardiology Specialty Center,,,,
3440,Primary Care Clinic,,,,
3441,City General Hospital,,,,
3442,Community Health Clinic,,,,
3443,Primary Care Clinic,,,,
3444,Regional Medical Center,,,,
3445,Community Health Clinic,,,,
3446,Emergency Medical Center,,,,
3447,Community Health Clinic,,,,
3448,Regional Medical Center,,,,
3449,Primary Care Clinic,,,,
3450,Pediatric Care Center,,,,
3451,Pediatric Care Center,,,,
3452,Community Health Clinic,,,,
3453,City General Hospital,,,,
3454,Regional Medical Center,,,,
3455,Primary Care Clinic,,,,
3456,Emergency Medical Center,,,,
3457,Cardiology Specialty Center,,,,
3458,Primary Care Clinic,,,,
3459,Community Health Clinic,,,,
3460,Oncology Treatment Center,,,,
3461,Oncology Treatment Center,,,,
3462,Oncology Treatment Center,,,,
3463,Primary Care Clinic,,,,
3464,Northside Urgent Care,,,,
3465,Pediatric Care Center,,,,
3466,Primary Care Clinic,,,,
3467,Primary Care Clinic,,,,
3468,City General Hospital,,,,
3469,Northside Urgent Care,,,,
3470,City General Hospital,,,,
3471,Oncology Treatment Center,,,,
3472,Northside Urgent Care,,,,
3473,Northside Urgent Care,,,,
3474,Cardiology Specialty Center,,,,
3475,Oncology Treatment Center,,,,
3476,Primary Care Clinic,,,,
3477,Cardiology Specialty Center,,,,
3478,Emergency Medical Center,,,,
3479,Emergency Medical Center,,,,
3480,Primary Care Clinic,,,,
3481,Northside Urgent Care,,,,
3482,Regional Medical Center,,,,
3483,Community Health Clinic,,,,
3484,Cardiology Specialty Center,,,,
3485,Northside Urgent Care,,,,
3486,Regional Medical Center,,,,
3487,Regional Medical Center,,,,
3488,Oncology Treatment Center,,,,
3489,Primary Care Clinic,,,,
3490,Oncology Treatment Center,,,,
3491,Emergency Medical Center,,,,
3492,Pediatric Care Center,,,,
3493,Emergency Medical Center,,,,
3494,Primary Care Clinic,,,,
3495,Primary Care Clinic,,,,
3496,Regional Medical Center,,,,
3497,City General Hospital,,,,
3498,Emergency Medical Center,,,,
3499,Pediatric Care Center,,,,
3500,Pediatric Care Center,,,,
3501,Community Health Clinic,,,,
3502,Emergency Medical Center,,,,
3503,Cardiology Specialty Center,,,,
3504,City General Hospital,,,,
3505,Community Health Clinic,,,,
3506,Oncology Treatment Center,,,,
3507,City General Hospital,,,,
3508,Pediatric Care Center,,,,
3509,Surgical Specialty Center,,,,
3510,Pediatric Care Center,,,,
3511,Community Health Clinic,,,,
3512,City General Hospital,,,,
3513,Oncology Treatment Center,,,,
3514,Emergency Medical Center,,,,
3515,Cardiology Specialty Center,,,,
3516,Oncology Treatment Center,,,,
3517,Primary Care Clinic,,,,
3518,Pediatric Care Center,,,,
3519,Cardiology Specialty Center,,,,
3520,Pediatric Care Center,,,,
3521,City General Hospital,,,,
3522,Oncology Treatment Center,,,,
3523,Regional Medical Center,,,,
3524,City General Hospital,,,,
3525,Pediatric Care Center,,,,
3526,Emergency Medical Center,,,,
3527,Cardiology Specialty Center,,,,
3528,Community Health Clinic,,,,
3529,City General Hospital,,,,
3530,Community Health Clinic,,,,
3531,Cardiology Specialty Center,,,,
3532,Northside Urgent Care,,,,
3533,Primary Care Clinic,,,,
3534,Surgical Specialty Center,,,,
3535,Emergency Medical Center,,,,
3536,Pediatric Care Center,,,,
3537,Cardiology Specialty Center,,,,
3538,Primary Care Clinic,,,,
3539,Regional Medical Center,,,,
3540,City General Hospital,,,,
3541,Emergency Medical Center,,,,
3542,Regional Medical Center,,,,
3543,City General Hospital,,,,
3544,Pediatric Care Center,,,,
3545,Regional Medical Center,,,,
3546,Surgical Specialty Center,,,,
3547,Emergency Medical Center,,,,
3548,Emergency Medical Center,,,,
3549,City General Hospital,,,,
3550,Regional Medical Center,,,,
3551,Primary Care Clinic,,,,
3552,Northside Urgent Care,,,,
3553,Pediatric Care Center,,,,
3554,Regional Medical Center,,,,
3555,Community Health Clinic,,,,
3556,City General Hospital,,,,
3557,City General Hospital,,,,
3558,Cardiology Specialty Center,,,,
3559,Pediatric Care Center,,,,
3560,Regional Medical Center,,,,
3561,Surgical Specialty Center,,,,
3562,Oncology Treatment Center,,,,
3563,Community Health Clinic,,,,
3564,Cardiology Specialty Center,,,,
3565,Cardiology Specialty Center,,,,
3566,Regional Medical Center,,,,
3567,Northside Urgent Care,,,,
3568,Primary Care Clinic,,,,
3569,Emergency Medical Center,,,,
3570,Community Health Clinic,,,,
3571,City General Hospital,,,,
3572,City General Hospital,,,,
3573,City General Hospital,,,,
3574,Oncology Treatment Center,,,,
3575,City General Hospital,,,,
3576,Emergency Medical Center,,,,
3577,Pediatric Care Center,,,,
3578,Surgical Specialty Center,,,,
3579,Primary Care Clinic,,,,
3580,Community Health Clinic,,,,
3581,Community Health Clinic,,,,
3582,Primary Care Clinic,,,,
3583,Community Health Clinic,,,,
3584,Regional Medical Center,,,,
3585,Northside Urgent Care,,,,
3586,Community Health Clinic,,,,
3587,Regional Medical Center,,,,
3588,Oncology Treatment Center,,,,
3589,Surgical Specialty Center,,,,
3590,Pediatric Care Center,,,,
3591,City General Hospital,,,,
3592,Community Health Clinic,,,,
3593,Primary Care Clinic,,,,
3594,Community Health Clinic,,,,
3595,Regional Medical Center,,,,
3596,Community Health Clinic,,,,
3597,Surgical Specialty Center,,,,
3598,Oncology Treatment Center,,,,
3599,Primary Care Clinic,,,,
3600,Oncology Treatment Center,,,,
3601,City General Hospital,,,,
3602,Northside Urgent Care,,,,
3603,Primary Care Clinic,,,,
3604,Community Health Clinic,,,,
3605,Pediatric Care Center,,,,
3606,Surgical Specialty Center,,,,
3607,Oncology Treatment Center,,,,
3608,Emergency Medical Center,,,,
3609,Pediatric Care Center,,,,
3610,Emergency Medical Center,,,,
3611,Oncology Treatment Center,,,,
3612,Community Health Clinic,,,,
3613,Northside Urgent Care,,,,
3614,Northside Urgent Care,,,,
3615,Emergency Medical Center,,,,
3616,Emergency Medical Center,,,,
3617,Primary Care Clinic,,,,
3618,City General Hospital,,,,
3619,Community Health Clinic,,,,
3620,Emergency Medical Center,,,,
3621,Northside Urgent Care,,,,
3622,Surgical Specialty Center,,,,
3623,Northside Urgent Care,,,,
3624,Northside Urgent Care,,,,
3625,Surgical Specialty Center,,,,
3626,Emergency Medical Center,,,,
3627,Emergency Medical Center,,,,
3628,City General Hospital,,,,
3629,Community Health Clinic,,,,
3630,Surgical Specialty Center,,,,
3631,Primary Care Clinic,,,,
3632,Emergency Medical Center,,,,
3633,City General Hospital,,,,
3634,Regional Medical Center,,,,
3635,Cardiology Specialty Center,,,,
3636,Surgical Specialty Center,,,,
3637,City General Hospital,,,,
3638,City General Hospital,,,,
3639,Surgical Specialty Center,,,,
3640,Surgical Specialty Center,,,,
3641,Primary Care Clinic,,,,
3642,Northside Urgent Care,,,,
3643,Pediatric Care Center,,,,
3644,Northside Urgent Care,,,,
3645,City General Hospital,,,,
3646,Emergency Medical Center,,,,
3647,Regional Medical Center,,,,
3648,Pediatric Care Center,,,,
3649,Surgical Specialty Center,,,,
3650,Community Health Clinic,,,,
3651,Northside Urgent Care,,,,
3652,Oncology Treatment Center,,,,
3653,City General Hospital,,,,
3654,Cardiology Specialty Center,,,,
3655,Northside Urgent Care,,,,
3656,Oncology Treatment Center,,,,
3657,Pediatric Care Center,,,,
3658,Pediatric Care Center,,,,
3659,Northside Urgent Care,,,,
3660,City General Hospital,,,,
3661,Cardiology Specialty Center,,,,
3662,Surgical Specialty Center,,,,
3663,City General Hospital,,,,
3664,Oncology Treatment Center,,,,
3665,Surgical Specialty Center,,,,
3666,City General Hospital,,,,
3667,Community Health Clinic,,,,
3668,Surgical Specialty Center,,,,
3669,Community Health Clinic,,,,
3670,Community Health Clinic,,,,
3671,Pediatric Care Center,,,,
3672,Cardiology Specialty Center,,,,
3673,Regional Medical Center,,,,
3674,Primary Care Clinic,,,,
3675,Northside Urgent Care,,,,
3676,Primary Care Clinic,,,,
3677,Northside Urgent Care,,,,
3678,Regional Medical Center,,,,
3679,City General Hospital,,,,
3680,Oncology Treatment Center,,,,
3681,Regional Medical Center,,,,
3682,Oncology Treatment Center,,,,
3683,Surgical Specialty Center,,,,
3684,Surgical Specialty Center,,,,
3685,Cardiology Specialty Center,,,,
3686,Emergency Medical Center,,,,
3687,Oncology Treatment Center,,,,
3688,Surgical Specialty Center,,,,
3689,Pediatric Care Center,,,,
3690,Regional Medical Center,,,,
3691,Pediatric Care Center,,,,
3692,City General Hospital,,,,
3693,Northside Urgent Care,,,,
3694,Emergency Medical Center,,,,
3695,Emergency Medical Center,,,,
3696,Primary Care Clinic,,,,
3697,Surgical Specialty Center,,,,
3698,City General Hospital,,,,
3699,City General Hospital,,,,
3700,Regional Medical Center,,,,
3701,Northside Urgent Care,,,,
3702,Pediatric Care Center,,,,
3703,Primary Care Clinic,,,,
3704,Community Health Clinic,,,,
3705,Northside Urgent Care,,,,
3706,Emergency Medical Center,,,,
3707,Regional Medical Center,,,,
3708,Northside Urgent Care,,,,
3709,City General Hospital,,,,
3710,Community Health Clinic,,,,
3711,Cardiology Specialty Center,,,,
3712,Emergency Medical Center,,,,
3713,Oncology Treatment Center,,,,
3714,Emergency Medical Center,,,,
3715,Primary Care Clinic,,,,
3716,City General Hospital,,,,
3717,Cardiology Specialty Center,,,,
3718,Community Health Clinic,,,,
3719,Community Health Clinic,,,,
3720,Community Health Clinic,,,,
3721,Community Health Clinic,,,,
3722,Pediatric Care Center,,,,
3723,Oncology Treatment Center,,,,
3724,Surgical Specialty Center,,,,
3725,Northside Urgent Care,,,,
3726,Regional Medical Center,,,,
3727,Pediatric Care Center,,,,
3728,Regional Medical Center,,,,
3729,Oncology Treatment Center,,,,
3730,Community Health Clinic,,,,
3731,Regional Medical Center,,,,
3732,Surgical Specialty Center,,,,
3733,Regional Medical Center,,,,
3734,City General Hospital,,,,
3735,City General Hospital,,,,
3736,Emergency Medical Center,,,,
3737,Regional Medical Center,,,,
3738,Community Health Clinic,,,,
3739,Pediatric Care Center,,,,
3740,Cardiology Specialty Center,,,,
3741,Pediatric Care Center,,,,
3742,Oncology Treatment Center,,,,
3743,Oncology Treatment Center,,,,
3744,City General Hospital,,,,
3745,Primary Care Clinic,,,,
3746,Community Health Clinic,,,,
3747,Emergency Medical Center,,,,
3748,Primary Care Clinic,,,,
3749,Emergency Medical Center,,,,
3750,Community Health Clinic,,,,
3751,Cardiology Specialty Center,,,,
3752,Pediatric Care Center,,,,
3753,Surgical Specialty Center,,,,
3754,Primary Care Clinic,,,,
3755,City General Hospital,,,,
3756,Northside Urgent Care,,,,
3757,City General Hospital,,,,
3758,Community Health Clinic,,,,
3759,City General Hospital,,,,
3760,Oncology Treatment Center,,,,
3761,Pediatric Care Center,,,,
3762,Primary Care Clinic,,,,
3763,Primary Care Clinic,,,,
3764,Oncology Treatment Center,,,,
3765,Emergency Medical Center,,,,
3766,Emergency Medical Center,,,,
3767,Emergency Medical Center,,,,
3768,Northside Urgent Care,,,,
3769,Surgical Specialty Center,,,,
3770,Surgical Specialty Center,,,,
3771,Community Health Clinic,,,,
3772,Community Health Clinic,,,,
3773,Community Health Clinic,,,,
3774,Emergency Medical Center,,,,
3775,Pediatric Care Center,,,,
3776,Oncology Treatment Center,,,,
3777,Regional Medical Center,,,,
3778,Pediatric Care Center,,,,
3779,City General Hospital,,,,
3780,Community Health Clinic,,,,
3781,Pediatric Care Center,,,,
3782,Emergency Medical Center,,,,
3783,Community Health Clinic,,,,
3784,Cardiology Specialty Center,,,,
3785,Oncology Treatment Center,,,,
3786,Emergency Medical Center,,,,
3787,Community Health Clinic,,,,
3788,Emergency Medical Center,,,,
3789,Northside Urgent Care,,,,
3790,Oncology Treatment Center,,,,
3791,City General Hospital,,,,
3792,Regional Medical Center,,,,
3793,Pediatric Care Center,,,,
3794,City General Hospital,,,,
3795,Pediatric Care Center,,,,
3796,City General Hospital,,,,
3797,Regional Medical Center,,,,
3798,Regional Medical Center,,,,
3799,Northside Urgent Care,,,,
3800,Northside Urgent Care,,,,
3801,Northside Urgent Care,,,,
3802,Northside Urgent Care,,,,
3803,Primary Care Clinic,,,,
3804,Oncology Treatment Center,,,,
3805,Northside Urgent Care,,,,
3806,Surgical Specialty Center,,,,
3807,Pediatric Care Center,,,,
3808,Northside Urgent Care,,,,
3809,Surgical Specialty Center,,,,
3810,Regional Medical Center,,,,
3811,Surgical Specialty Center,,,,
3812,Surgical Specialty Center,,,,
3813,Primary Care Clinic,,,,
3814,Community Health Clinic,,,,
3815,Northside Urgent Care,,,,
3816,Surgical Specialty Center,,,,
3817,Cardiology Specialty Center,,,,
3818,Primary Care Clinic,,,,
3819,Cardiology Specialty Center,,,,
3820,Primary Care Clinic,,,,
3821,Emergency Medical Center,,,,
3822,Emergency Medical Center,,,,
3823,Community Health Clinic,,,,
3824,Oncology Treatment Center,,,,
3825,Cardiology Specialty Center,,,,
3826,Cardiology Specialty Center,,,,
3827,Northside Urgent Care,,,,
3828,Pediatric Care Center,,,,
3829,Emergency Medical Center,,,,
3830,City General Hospital,,,,
3831,Pediatric Care Center,,,,
3832,Northside Urgent Care,,,,
3833,Regional Medical Center,,,,
3834,Pediatric Care Center,,,,
3835,Cardiology Specialty Center,,,,
3836,Surgical Specialty Center,,,,
3837,Emergency Medical Center,,,,
3838,Regional Medical Center,,,,
3839,City General Hospital,,,,
3840,Cardiology Specialty Center,,,,
3841,Primary Care Clinic,,,,
3842,Cardiology Specialty Center,,,,
3843,Pediatric Care Center,,,,
3844,Regional Medical Center,,,,
3845,City General Hospital,,,,
3846,Pediatric Care Center,,,,
3847,City General Hospital,,,,
3848,Community Health Clinic,,,,
3849,Community Health Clinic,,,,
3850,City General Hospital,,,,
3851,Primary Care Clinic,,,,
3852,Oncology Treatment Center,,,,
3853,Community Health Clinic,,,,
3854,Northside Urgent Care,,,,
3855,Pediatric Care Center,,,,
3856,Emergency Medical Center,,,,
3857,Community Health Clinic,,,,
3858,Oncology Treatment Center,,,,
3859,Oncology Treatment Center,,,,
3860,Cardiology Specialty Center,,,,
3861,Emergency Medical Center,,,,
3862,Primary Care Clinic,,,,
3863,Community Health Clinic,,,,
3864,Cardiology Specialty Center,,,,
3865,Northside Urgent Care,,,,
3866,Pediatric Care Center,,,,
3867,Northside Urgent Care,,,,
3868,Surgical Specialty Center,,,,
3869,City General Hospital,,,,
3870,Oncology Treatment Center,,,,
3871,Emergency Medical Center,,,,
3872,Cardiology Specialty Center,,,,
3873,Northside Urgent Care,,,,
3874,Cardiology Specialty Center,,,,
3875,Community Health Clinic,,,,
3876,Emergency Medical Center,,,,
3877,Primary Care Clinic,,,,
3878,Regional Medical Center,,,,
3879,Community Health Clinic,,,,
3880,Regional Medical Center,,,,
3881,Northside Urgent Care,,,,
3882,Northside Urgent Care,,,,
3883,Northside Urgent Care,,,,
3884,Emergency Medical Center,,,,
3885,Community Health Clinic,,,,
3886,Oncology Treatment Center,,,,
3887,Oncology Treatment Center,,,,
3888,Regional Medical Center,,,,
3889,Community Health Clinic,,,,
3890,Emergency Medical Center,,,,
3891,Northside Urgent Care,,,,
3892,Surgical Specialty Center,,,,
3893,Oncology Treatment Center,,,,
3894,City General Hospital,,,,
3895,City General Hospital,,,,
3896,Emergency Medical Center,,,,
3897,Primary Care Clinic,,,,
3898,Surgical Specialty Center,,,,
3899,Regional Medical Center,,,,
3900,Pediatric Care Center,,,,
3901,Cardiology Specialty Center,,,,
3902,Cardiology Specialty Center,,,,
3903,Pediatric Care Center,,,,
3904,Northside Urgent Care,,,,
3905,City General Hospital,,,,
3906,Oncology Treatment Center,,,,
3907,Community Health Clinic,,,,
3908,Oncology Treatment Center,,,,
3909,City General Hospital,,,,
3910,Oncology Treatment Center,,,,
3911,Oncology Treatment Center,,,,
3912,Surgical Specialty Center,,,,
3913,Emergency Medical Center,,,,
3914,Community Health Clinic,,,,
3915,Oncology Treatment Center,,,,
3916,Surgical Specialty Center,,,,
3917,Community Health Clinic,,,,
3918,Community Health Clinic,,,,
3919,Community Health Clinic,,,,
3920,Cardiology Specialty Center,,,,
3921,Regional Medical Center,,,,
3922,City General Hospital,,,,
3923,Northside Urgent Care,,,,
3924,Northside Urgent Care,,,,
3925,Community Health Clinic,,,,
3926,Primary Care Clinic,,,,
3927,Oncology Treatment Center,,,,
3928,Primary Care Clinic,,,,
3929,Northside Urgent Care,,,,
3930,Community Health Clinic,,,,
3931,Emergency Medical Center,,,,
3932,City General Hospital,,,,
3933,Northside Urgent Care,,,,
3934,Surgical Specialty Center,,,,
3935,City General Hospital,,,,
3936,Emergency Medical Center,,,,
3937,Surgical Specialty Center,,,,
3938,Community Health Clinic,,,,
3939,Emergency Medical Center,,,,
3940,City General Hospital,,,,
3941,Regional Medical Center,,,,
3942,Pediatric Care Center,,,,
3943,Community Health Clinic,,,,
3944,Regional Medical Center,,,,
3945,Primary Care Clinic,,,,
3946,City General Hospital,,,,
3947,City General Hospital,,,,
3948,Oncology Treatment Center,,,,
3949,Cardiology Specialty Center,,,,
3950,Primary Care Clinic,,,,
3951,Cardiology Specialty Center,,,,
3952,Oncology Treatment Center,,,,
3953,Emergency Medical Center,,,,
3954,Primary Care Clinic,,,,
3955,Cardiology Specialty Center,,,,
3956,Emergency Medical Center,,,,
3957,Surgical Specialty Center,,,,
3958,Surgical Specialty Center,,,,
3959,Northside Urgent Care,,,,
3960,Northside Urgent Care,,,,
3961,Regional Medical Center,,,,
3962,Surgical Specialty Center,,,,
3963,Northside Urgent Care,,,,
3964,Regional Medical Center,,,,
3965,Primary Care Clinic,,,,
3966,Pediatric Care Center,,,,
3967,Regional Medical Center,,,,
3968,Regional Medical Center,,,,
3969,Primary Care Clinic,,,,
3970,Emergency Medical Center,,,,
3971,Cardiology Specialty Center,,,,
3972,Oncology Treatment Center,,,,
3973,City General Hospital,,,,
3974,Surgical Specialty Center,,,,
3975,Oncology Treatment Center,,,,
3976,Emergency Medical Center,,,,
3977,Northside Urgent Care,,,,
3978,Surgical Specialty Center,,,,
3979,Northside Urgent Care,,,,
3980,Regional Medical Center,,,,
3981,Pediatric Care Center,,,,
3982,Surgical Specialty Center,,,,
3983,Surgical Specialty Center,,,,
3984,Pediatric Care Center,,,,
3985,Surgical Specialty Center,,,,
3986,Community Health Clinic,,,,
3987,Community Health Clinic,,,,
3988,Community Health Clinic,,,,
3989,Northside Urgent Care,,,,
3990,Primary Care Clinic,,,,
3991,Emergency Medical Center,,,,
3992,Northside Urgent Care,,,,
3993,Regional Medical Center,,,,
3994,Regional Medical Center,,,,
3995,City General Hospital,,,,
3996,Community Health Clinic,,,,
3997,Surgical Specialty Center,,,,
3998,Community Health Clinic,,,,
3999,Surgical Specialty Center,,,,
4000,Oncology Treatment Center,,,,
4001,Primary Care Clinic,,,,
4002,Regional Medical Center,,,,
4003,Cardiology Specialty Center,,,,
4004,Emergency Medical Center,,,,
4005,Pediatric Care Center,,,,
4006,Emergency Medical Center,,,,
4007,Emergency Medical Center,,,,
4008,Northside Urgent Care,,,,
4009,Community Health Clinic,,,,
4010,Regional Medical Center,,,,
4011,Pediatric Care Center,,,,
4012,Primary Care Clinic,,,,
4013,Northside Urgent Care,,,,
4014,Surgical Specialty Center,,,,
4015,Regional Medical Center,,,,
4016,Oncology Treatment Center,,,,
4017,City General Hospital,,,,
4018,Surgical Specialty Center,,,,
4019,Regional Medical Center,,,,
4020,City General Hospital,,,,
4021,City General Hospital,,,,
4022,Primary Care Clinic,,,,
4023,Community Health Clinic,,,,
4024,Northside Urgent Care,,,,
4025,Community Health Clinic,,,,
4026,City General Hospital,,,,
4027,Surgical Specialty Center,,,,
4028,Regional Medical Center,,,,
4029,Pediatric Care Center,,,,
4030,Emergency Medical Center,,,,
4031,Surgical Specialty Center,,,,
4032,Oncology Treatment Center,,,,
4033,Oncology Treatment Center,,,,
4034,Emergency Medical Center,,,,
4035,Oncology Treatment Center,,,,
4036,Surgical Specialty Center,,,,
4037,Oncology Treatment Center,,,,
4038,Primary Care Clinic,,,,
4039,Pediatric Care Center,,,,
4040,Primary Care Clinic,,,,
4041,Regional Medical Center,,,,
4042,City General Hospital,,,,
4043,Northside Urgent Care,,,,
4044,Regional Medical Center,,,,
4045,City General Hospital,,,,
4046,Oncology Treatment Center,,,,
4047,Oncology Treatment Center,,,,
4048,Cardiology Specialty Center,,,,
4049,Regional Medical Center,,,,
4050,Regional Medical Center,,,,
4051,Pediatric Care Center,,,,
4052,Pediatric Care Center,,,,
4053,City General Hospital,,,,
4054,Emergency Medical Center,,,,
4055,Pediatric Care Center,,,,
4056,Primary Care Clinic,,,,
4057,Community Health Clinic,,,,
4058,Surgical Specialty Center,,,,
4059,Pediatric Care Center,,,,
4060,Surgical Specialty Center,,,,
4061,Pediatric Care Center,,,,
4062,Surgical Specialty Center,,,,
4063,Oncology Treatment Center,,,,
4064,Cardiology Specialty Center,,,,
4065,Regional Medical Center,,,,
4066,Emergency Medical Center,,,,
4067,City General Hospital,,,,
4068,Northside Urgent Care,,,,
4069,City General Hospital,,,,
4070,City General Hospital,,,,
4071,Surgical Specialty Center,,,,
4072,Regional Medical Center,,,,
4073,Surgical Specialty Center,,,,
4074,Pediatric Care Center,,,,
4075,Pediatric Care Center,,,,
4076,Regional Medical Center,,,,
4077,City General Hospital,,,,
4078,Primary Care Clinic,,,,
4079,Primary Care Clinic,,,,
4080,Pediatric Care Center,,,,
4081,Cardiology Specialty Center,,,,
4082,Northside Urgent Care,,,,
4083,Northside Urgent Care,,,,
4084,Community Health Clinic,,,,
4085,Pediatric Care Center,,,,
4086,Emergency Medical Center,,,,
4087,Oncology Treatment Center,,,,
4088,Community Health Clinic,,,,
4089,Surgical Specialty Center,,,,
4090,Surgical Specialty Center,,,,
4091,Community Health Clinic,,,,
4092,Pediatric Care Center,,,,
4093,Surgical Specialty Center,,,,
4094,Surgical Specialty Center,,,,
4095,Pediatric Care Center,,,,
4096,Oncology Treatment Center,,,,
4097,Surgical Specialty Center,,,,
4098,Pediatric Care Center,,,,
4099,Oncology Treatment Center,,,,
4100,Pediatric Care Center,,,,
4101,Regional Medical Center,,,,
4102,Pediatric Care Center,,,,
4103,Northside Urgent Care,,,,
4104,Pediatric Care Center,,,,
4105,Regional Medical Center,,,,
4106,Community Health Clinic,,,,
4107,Surgical Specialty Center,,,,
4108,Regional Medical Center,,,,
4109,Cardiology Specialty Center,,,,
4110,Community Health Clinic,,,,
4111,Regional Medical Center,,,,
4112,City General Hospital,,,,
4113,Regional Medical Center,,,,
4114,City General Hospital,,,,
4115,Cardiology Specialty Center,,,,
4116,Primary Care Clinic,,,,
4117,Surgical Specialty Center,,,,
4118,City General Hospital,,,,
4119,City General Hospital,,,,
4120,Regional Medical Center,,,,
4121,Pediatric Care Center,,,,
4122,Community Health Clinic,,,,
4123,City General Hospital,,,,
4124,Emergency Medical Center,,,,
4125,Surgical Specialty Center,,,,
4126,Pediatric Care Center,,,,
4127,Surgical Specialty Center,,,,
4128,Primary Care Clinic,,,,
4129,Community Health Clinic,,,,
4130,Primary Care Clinic,,,,
4131,Pediatric Care Center,,,,
4132,Regional Medical Center,,,,
4133,Primary Care Clinic,,,,
4134,Surgical Specialty Center,,,,
4135,Northside Urgent Care,,,,
4136,Oncology Treatment Center,,,,
4137,City General Hospital,,,,
4138,Surgical Specialty Center,,,,
4139,Surgical Specialty Center,,,,
4140,Regional Medical Center,,,,
4141,Oncology Treatment Center,,,,
4142,Primary Care Clinic,,,,
4143,Cardiology Specialty Center,,,,
4144,Pediatric Care Center,,,,
4145,Cardiology Specialty Center,,,,
4146,Oncology Treatment Center,,,,
4147,City General Hospital,,,,
4148,Regional Medical Center,,,,
4149,Cardiology Specialty Center,,,,
4150,Surgical Specialty Center,,,,
4151,City General Hospital,,,,
4152,Oncology Treatment Center,,,,
4153,Northside Urgent Care,,,,
4154,Regional Medical Center,,,,
4155,Cardiology Specialty Center,,,,
4156,City General Hospital,,,,
4157,Regional Medical Center,,,,
4158,City General Hospital,,,,
4159,Primary Care Clinic,,,,
4160,Community Health Clinic,,,,
4161,City General Hospital,,,,
4162,Emergency Medical Center,,,,
4163,Cardiology Specialty Center,,,,
4164,Community Health Clinic,,,,
4165,Primary Care Clinic,,,,
4166,Cardiology Specialty Center,,,,
4167,Oncology Treatment Center,,,,
4168,Primary Care Clinic,,,,
4169,City General Hospital,,,,
4170,Surgical Specialty Center,,,,
4171,Community Health Clinic,,,,
4172,Regional Medical Center,,,,
4173,Pediatric Care Center,,,,
4174,Regional Medical Center,,,,
4175,Oncology Treatment Center,,,,
4176,City General Hospital,,,,
4177,Pediatric Care Center,,,,
4178,Cardiology Specialty Center,,,,
4179,Primary Care Clinic,,,,
4180,Emergency Medical Center,,,,
4181,Pediatric Care Center,,,,
4182,Emergency Medical Center,,,,
4183,Regional Medical Center,,,,
4184,Oncology Treatment Center,,,,
4185,Northside Urgent Care,,,,
